Id,x,y
101,254.255451728972,28.452492205607427
108,471.4692982587716,383.2792397653516
113,366.9135802469135,431.9705075308642
114,418.10305058928566,475.2395833348204
115,452.6284313676472,414.6789215411743
116,490.4484536116839,415.1242841271487
126,16.472903889570574,427.78476483128804
127,18.02225132198952,476.66972078272283
153,485.8948978380952,349.74748682857137
154,451.100266611111,323.0637455277771
155,430.6815538720931,302.10108452325574
156,370.23107651199996,298.4756975920001
157,332.46333247407364,288.9085144148145
158,399.3613886249999,315.86338033333277
159,391.7389023571428,275.6249290892848
160,439.2509970124999,258.84561778750003
161,410.8229270891089,233.89369268316818
162,450.08765044086016,230.31859678494618
163,487.6217248631585,270.5726570105264
164,483.8125799059829,294.5368274358967
188,496.91690563063065,211.93824190990813
189,356.451206967033,171.04601443956074
190,424.87325386440665,153.476805271187
191,495.45380528571434,147.58527861904759
196,361.6852096202529,43.06344279746838
197,384.6959548904111,92.24398421917829
198,377.45515103658545,106.31666820731675
199,454.19222292056094,98.79859000467343
200,434.973502885572,127.17732632835828
202,455.9493703636361,48.67458224401912
203,407.1791796019418,62.992129014562806
204,410.60262905681776,38.95508162500005
206,311.5883590299998,27.274429409999698
207,271.6213004741785,22.88511914084529
208,322.543215102041,13.925793310204654
353,234.68588767088616,383.0769007848097
354,273.90899318987357,362.7193391139242
355,42.69487212612618,301.8447601621617
372,213.27632108333327,108.00877908333325
45,44.36932024645574,36.06015994220263
46,73.38597669892481,99.44220429569873
47,18.736080200445453,127.85857463029004
48,43.73206349523807,155.24888886476208
49,231.97222222222226,76.69444444444446
50,177.9325842696629,76.37078651685397
51,237.39631934214614,143.05624676982927
52,125.62127369308952,116.85840109552873
53,111.47084317966906,170.8685973167851
54,67.09859154929578,300.3943661971831
55,97.82506202729513,283.1133168014877
56,95.57950728667402,322.1668533202685
58,140.60751028395072,370.1872428395061
59,125.6324435256673,334.2005475708421
60,107.51234569841276,398.4404761931203
61,55.84081196581204,419.8247863119657
62,90.83206428172585,428.2728426472087
63,171.11895162096775,476.26344089113
64,244.0966666816666,463.06805557666837
65,234.32785088157883,447.33004384539504
66,221.5936214156379,435.7218792942384
67,323.46682279391115,466.0323965456678
68,299.4948186269432,428.36183072538813
69,243.88003219484702,401.3067632850233
70,286.347325088889,397.0687242814812
71,343.82670204244033,399.20645445623336
72,382.4070904792174,465.6980440171153
73,436.72557471982736,434.6677442241396
74,396.3214285738906,350.0065681157637
75,376.21527778055525,381.74398148611067
76,414.0953835641548,384.32382887780034
77,428.41395909386284,363.42719612635483
79,154.99704144970414,297.2810651124263
80,223.43650795454536,320.5259740367969
81,240.46283252816917,295.1306729225348
82,179.85452380285716,342.7630952585738
83,149.2823128979592,333.8647959489797
84,175.721755347339,244.86834737535037
85,209.75698929032262,254.71182793548383
86,297.32051283653874,180.4465811923069
87,261.66808312747867,194.55476864589218
88,317.9037172504564,247.85801338574004
89,189.0179063388428,143.12947660330576
90,183.853129,213.150702421456
91,233.436983464876,224.59331956818187
92,165.84810871985837,175.42612293971604
93,287.69900059435645,112.94650206172889
94,318.05647710900456,85.06635071326923
95,280.5787037029915,68.88853275854672
98,156.68082370463327,6.594916320463483
99,164.40555554827574,34.30306511954075
