Id,x,y
129,73.96982758620685,380.14827586206894
131,69.66018237082062,435.00547112462016
145,227.30583657587545,470.28015564202315
15,119.67404255319146,107.00936170212769
165,181.9020618556701,189.8402061855669
170,109.58777292576427,393.0183406113536
171,391.16039603960405,430.22970297029684
189,242.37678571428552,250.73214285714286
191,206.99012345679012,210.90370370370385
20,52.44814814814806,316.84351851851864
21,8.178775510204085,352.67020408163285
253,472.58666666666664,263.0968421052631
254,461.9194570135746,256.0904977375564
255,90.38724832214753,359.61409395973124
256,98.7781609195402,369.53333333333336
258,368.8375796178349,392.0541401273883
259,385.2187192118229,400.9783251231526
296,339.94454545454613,261.09090909090907
297,337.42794759825335,243.58253275109172
36,246.39805825242715,293.6291262135922
360,469.50921052631577,185.31578947368416
445,219.71379310344795,273.04999999999995
446,226.11677852348976,285.4402684563758
46,453.191891891892,170.3675675675676
464,274.2211640211637,396.9439153439155
466,187.0186274509806,378.4441176470589
467,197.6760563380281,383.9845070422535
47,195.27985611510792,410.20719424460447
472,473.8189723320159,485.1399209486164
487,224.0679487179488,313.576923076923
530,452.0841025641026,481.3630769230768
531,343.91959798994975,464.1145728643219
532,345.08499999999975,493.23624999999987
54,127.2295238095238,215.1
551,153.58127340823958,478.6007490636705
638,356.878700361011,14.680144404332125
639,88.30551181102359,4.0992125984252015
640,88.40995475113111,19.67511312217195
641,249.63815384615384,83.47138461538461
642,287.2648829431435,104.81538461538462
645,355.9818867924528,345.3403773584903
646,301.96461538461546,364.1707692307693
647,98.23373493975912,466.15020080321295
65,51.62091503267974,430.7960784313723
657,150.25443037974674,422.57341772151887
658,164.1368421052631,159.69561403508789
659,155.81951219512166,175.20195121951218
660,139.8328767123285,120.19589041095884
661,269.99888268156474,151.68324022346368
662,225.38396946564862,131.2702290076336
663,229.17846153846145,177.96923076923068
664,170.82571428571438,92.76476190476193
667,460.18888888888864,400.8783625730992
668,232.6782312925169,447.7319727891162
669,232.0888888888887,425.9188034188032
670,293.0833333333332,497.3840277777774
673,221.672786885246,495.6196721311475
693,305.3838235294121,226.24485294117653
694,308.050151057401,205.22114803625385
696,69.76705202312135,129.507514450867
697,52.48232044198882,156.44972375690602
700,402.88255319148993,176.35404255319148
703,267.6892388451444,349.1569553805777
704,160.11202749140858,261.57731958762866
705,192.9353115727002,26.08367952522255
706,116.93565891472872,235.61240310077514
707,133.06934306569346,250.4562043795622
711,138.55765765765767,489.536036036036
730,302.96388888888873,449.2824074074072
731,316.1228070175442,433.5587719298246
732,298.0513011152418,420.39405204460996
733,197.88965517241402,72.2327586206897
746,225.75384615384615,356.579020979021
747,167.75612244897948,458.5122448979592
759,362.94461538461525,293.2592307692309
768,356.99468085106383,449.5585106382981
770,137.9013824884792,155.5456221198157
771,169.87487684729047,16.681773399014777
772,167.92636815920358,41.440796019900496
773,147.44982698961957,289.32525951557085
774,30.10404624277459,483.8242774566476
775,22.05135135135132,473.3635135135131
794,376.6504950495049,478.1089108910892
797,271.86504065040657,43.0390243902439
798,298.69285714285706,51.81071428571429
799,281.6880000000001,27.208000000000002
800,284.9699999999998,38.56500000000001
801,487.21623616236167,123.42804428044285
806,333.2303030303028,44.84588744588745
807,371.82938775510223,52.40489795918367
808,370.09552238805946,67.77611940298507
809,424.90984455958534,26.758549222797928
832,72.69687499999995,210.3515625
840,139.4017467248907,349.78515283842796
841,70.64411764705879,459.84901960784276
843,147.3550458715597,25.196330275229364
844,140.99999999999991,40.54897959183672
845,149.59307359307374,61.204329004329004
854,259.8323082222221,480.80739244444453
855,271.1961556280991,469.4997557603305
856,274.78114727956984,450.8818774301074
857,253.3977554761904,436.7429963095237
858,35.16158192090395,218.30621468926552
859,43.05824175824174,229.5450549450549
861,400.1565495207667,94.25559105431314
880,403.55248618784515,383.1966850828729
885,451.39913793103483,345.49568965517227
888,27.82149532710281,196.7214953271029
889,101.50866141732287,256.5496062992126
890,88.10568181818184,273.14886363636384
891,116.40277777777771,285.65416666666675
902,166.08983957219255,136.99465240641717
905,120.62914572864322,329.65728643216073
906,175.00410256410245,336.3692307692306
907,182.70740740740757,308.0157407407408
913,407.97849462365593,469.35376344086023
914,417.44969696969696,484.20484848484836
915,447.99888268156417,427.0759776536311
916,492.5636363636365,433.5090909090909
917,487.94935622317627,445.3596566523606
928,464.462308575972,482.661955254417
