Id,x,y
163,250.09813303896067,5.813136967531989
164,291.74936405581457,37.91990312558062
165,201.68577153515412,83.09158755468809
166,305.9947194904761,61.01852564761873
167,335.5695149999989,71.90185047085163
168,326.83334135999974,250.88334493000002
170,409.3416017364864,42.70721646621632
171,421.68362635593155,94.35123471186421
172,459.23699672027965,106.6324895664336
173,427.9234841589405,179.53569583443652
174,464.7915638181813,175.9862336446272
175,449.1134536923081,241.45455486013975
176,489.7407534888896,200.67284786666653
177,479.05206440540485,241.06507448648676
178,370.4744992142854,308.2341381785716
179,348.9394462103004,290.908451377682
181,107.69594598648632,58.15653156756753
182,103.79853479120868,43.06776552747294
183,65.27344877056294,65.67460318181827
186,19.025226149172,38.46168902210047
189,117.06662009523814,83.4227948843536
190,162.896844296611,145.78804444067828
191,151.40615471153956,180.63573401923134
192,124.8156423308817,202.04770018382283
193,189.92478210526247,182.81988009022575
194,197.4071419140273,314.22577249321193
195,204.0044135238104,348.2398889904757
196,189.8314501073445,346.36158191525385
197,192.36504982089627,362.3575870820896
198,216.66579864062533,371.61631943750047
199,236.3502202599118,362.5602055770929
200,139.15630887570603,382.7627118531076
201,152.47670252150533,381.8987455053755
202,141.79516539312976,399.1100508816793
203,459.4894514767932,318.65049224894483
204,348.02441998168536,342.7600732124547
205,390.1938232108623,333.9153354760383
206,394.4475025718667,357.58154948012225
207,308.87957613005847,370.05250485838076
208,318.9703504016172,398.609613595689
209,413.5218855505052,362.5530302777772
210,391.71155784999974,392.7766539066672
211,408.84539610069476,404.12504512847124
212,441.8320397950523,414.9259360282699
213,352.07477528022014,376.07318471978033
214,242.91856066477283,415.79924243181677
215,228.0860215483874,419.6135752459676
216,207.64843758593724,413.27083331250026
217,252.67404672324676,449.0879458966783
256,9.81017815686289,88.75822377450993
257,41.614804477876305,89.20500552212377
317,458.70121780645206,39.9065344838707
318,469.13636621897797,51.93831337226254
319,429.7502242053571,72.1836769040184
320,456.55808581280735,124.94086761576284
321,398.1006686151311,209.99898911184277
322,445.18357494202894,216.95169084057966
323,420.41218638709665,249.6308243763441
324,241.9446458936162,279.4248692340436
327,47.94896431087989,378.91767022020747
328,98.27036883720905,351.95252201860444
329,61.956556748879166,327.66633445739933
334,2.9213459750004063,466.50104100833323
336,3.9755020352941415,172.9264762941176
338,101.73214491584133,99.6810948415839
340,67.5565993122359,6.849272780591207
342,103.61060993782428,316.9048415699484
343,116.29021689041156,400.40608421917796
344,109.55937640322577,474.2716176290328
345,22.07090785714263,428.5451864033614
365,94.90753044518249,290.87098560132824
368,81.62750456830611,160.71129322950833
